"","dtpv","date","time","district","kts","kuch","fatal","injury","driving_mode","latitude","longitude","road_cat","road_cond","weather_cond"
"4681","Падение пассажира",2019-09-25,2020-06-01 10:00:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.238473","59.851783","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4682","Наезд на пешехода",2019-09-25,2020-06-01 11:40:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.2531","60.0219","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4683","Падение пассажира",2019-09-25,2020-06-01 12:30:00,"Выборгский район",1,2,0,1,"Движение частично перекрыто","30.33572","60.052797","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4684","Столкновение",2019-09-25,2020-06-01 13:15:00,"Фрунзенский район",3,3,0,1,"Движение частично перекрыто","30.378313","59.873136","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4685","Наезд на препятствие",2019-09-25,2020-06-01 13:30:00,"Невский район",2,3,0,2,"Режим движения не изменялся","30.467041","59.884491","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4686","Падение пассажира",2019-09-25,2020-06-01 16:45:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.12508","59.849196","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4687","Столкновение",2019-09-25,2020-06-01 16:50:00,"Выборгский район",3,4,0,2,"Движение частично перекрыто","30.173306","60.06968","Федеральная (дорога федерального значения)","Сухое","Пасмурно "
"4688","Столкновение",2019-09-25,2020-06-01 21:05:00,"Петроградский район",2,3,0,1,"Движение частично перекрыто","30.300786","59.957046","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4689","Столкновение",2019-09-25,2020-06-01 22:20:00,"Выборгский район",2,3,0,1,"Режим движения не изменялся","30.336546","59.981391","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4690","Столкновение",2019-09-25,2020-06-01 22:20:00,"Центральный район",2,3,0,1,"Движение частично перекрыто","30.345097","59.916462","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4691","Столкновение",2019-09-25,2020-06-01 22:30:00,"Калининский район",2,3,0,2,"Движение частично перекрыто","30.379257","60.033527","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4692","Наезд на препятствие",2019-09-25,2020-06-01 22:59:00,"Московский район",2,2,0,1,"Режим движения не изменялся","30.306752","59.818892","Федеральная (дорога федерального значения)","Сухое","Ясно "
"4693","Столкновение",2019-09-25,2020-06-01 23:10:00,"Центральный район",2,2,0,1,"Движение частично перекрыто","30.354463","59.931941","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4694","Наезд на пешехода",2019-09-26,2020-06-01 07:10:00,"Красногвардейский район",1,2,0,1,"Движение частично перекрыто","30.48382","59.944802","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4695","Наезд на пешехода",2019-09-26,2020-06-01 08:00:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.347961","59.934215","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4696","Столкновение",2019-09-26,2020-06-01 09:14:00,"Красносельский район",2,2,0,1,"Режим движения не изменялся","30.175366","59.842379","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4697","Наезд на пешехода",2019-09-26,2020-06-01 11:00:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.318371","59.892613","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4698","Столкновение",2019-09-26,2020-06-01 11:25:00,"Приморский район",3,3,0,1,"Режим движения не изменялся","30.1492","60.0483","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4699","Иной вид ДТП",2019-09-26,2020-06-01 13:00:00,"Калининский район",1,2,0,1,"Режим движения не изменялся","30.396659","60.001904","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4700","Столкновение",2019-09-26,2020-06-01 13:50:00,"Фрунзенский район",2,2,0,1,"Движение частично перекрыто","30.442901","59.831241","Федеральная (дорога федерального значения)","Сухое","Пасмурно "
"4701","Столкновение",2019-09-26,2020-06-01 14:05:00,"Василеостровский район",3,4,0,1,"Режим движения не изменялся","30.261197","59.943244","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4702","Наезд на пешехода",2019-09-26,2020-06-01 15:15:00,"Красногвардейский район",1,2,0,1,"Режим движения не изменялся","30.490966","59.958335","Не указано","Мокрое","Пасмурно "
"4703","Столкновение",2019-09-26,2020-06-01 15:45:00,"Невский район",2,3,0,2,"Режим движения не изменялся","30.419415","59.883597","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4704","Падение пассажира",2019-09-26,2020-06-01 17:28:00,"Невский район",1,2,0,1,"Режим движения не изменялся","30.499849","59.911568","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4705","Столкновение",2019-09-26,2020-06-01 18:35:00,"Красносельский район",2,2,0,1,"Режим движения не изменялся","30.175838","59.824156","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4706","Столкновение",2019-09-26,2020-06-01 18:50:00,"Красносельский район",2,3,0,2,"Режим движения не изменялся","30.070052","59.722139","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4707","Наезд на пешехода",2019-09-26,2020-06-01 18:55:00,"Выборгский район",1,3,0,2,"Движение частично перекрыто","30.353057","59.999866","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4708","Падение пассажира",2019-09-26,2020-06-01 19:30:00,"Калининский район",1,2,0,1,"Движение частично перекрыто","30.388441","59.972652","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4709","Столкновение",2019-09-26,2020-06-01 19:35:00,"Василеостровский район",5,6,0,1,"Режим движения не изменялся","30.248955","59.939633","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4710","Наезд на пешехода",2019-09-26,2020-06-01 20:38:00,"Невский район",1,2,0,1,"Режим движения не изменялся","30.441635","59.918909","Не указано","Сухое","Пасмурно "
"4711","Столкновение",2019-09-26,2020-06-01 21:40:00,"Адмиралтейский район",2,3,0,1,"Движение частично перекрыто","30.297396","59.915085","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4712","Столкновение",2019-09-27,2020-06-01 01:40:00,"Адмиралтейский район",2,3,0,2,"Движение частично перекрыто","30.317792","59.921232","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4713","Падение пассажира",2019-09-27,2020-06-01 08:20:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.268192","60.012314","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4714","Столкновение",2019-09-27,2020-06-01 09:45:00,"Московский район",2,2,0,1,"Движение частично перекрыто","30.3369","59.810498","Федеральная (дорога федерального значения)","Сухое","Ясно "
"4715","Наезд на пешехода",2019-09-27,2020-06-01 09:53:00,"Фрунзенский район",1,2,0,1,"Движение частично перекрыто","30.404491","59.873033","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4716","Столкновение",2019-09-27,2020-06-01 11:40:00,"Московский район",2,3,0,1,"Режим движения не изменялся","30.318586","59.90827","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4717","Столкновение",2019-09-27,2020-06-01 11:45:00,"Петродворцовый район",2,3,0,1,"Движение частично перекрыто","29.725689","59.922071","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4718","Столкновение",2019-09-27,2020-06-01 11:55:00,"Московский район",2,3,0,2,"Режим движения не изменялся","30.292697","59.864804","Частная (дорога, относящиеся к частной и иным формам собственности)","Сухое","Ясно "
"4719","Наезд на препятствие",2019-09-27,2020-06-01 14:45:00,"Фрунзенский район",2,2,0,1,"Движение частично перекрыто","30.338702","59.904973","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4720","Столкновение",2019-09-27,2020-06-01 15:05:00,"Красногвардейский район",3,3,0,1,"Движение частично перекрыто","30.434994","59.939778","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4721","Наезд на пешехода",2019-09-27,2020-06-01 15:40:00,"Московский район",1,2,0,1,"Движение частично перекрыто","30.294553","59.861093","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4722","Наезд на велосипедиста",2019-09-27,2020-06-01 15:50:00,"Московский район",2,2,0,1,"Движение частично перекрыто","30.348927","59.877939","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4723","Столкновение",2019-09-27,2020-06-01 16:55:00,"Приморский район",3,3,0,1,"Режим движения не изменялся","30.276518","59.998621","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4724","Падение пассажира",2019-09-27,2020-06-01 17:40:00,"Фрунзенский район",1,2,0,1,"Движение частично перекрыто","30.391831","59.859654","Не указано",""," Пасмурно"
"4725","Наезд на пешехода",2019-09-27,2020-06-01 18:30:00,"Петроградский район",1,2,0,1,"Режим движения не изменялся","30.327652","59.955886","Не указано","Мокрое","Пасмурно "
"4726","Столкновение",2019-09-27,2020-06-01 19:00:00,"Пушкинский район",2,3,0,1,"Движение частично перекрыто","30.357606","59.703568","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4727","Наезд на пешехода",2019-09-27,2020-06-01 20:00:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.239117","60.025209","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4728","Падение пассажира",2019-09-27,2020-06-01 20:45:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.166569","59.833123","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4729","Столкновение",2019-09-27,2020-06-01 22:15:00,"Фрунзенский район",2,2,0,1,"Движение частично перекрыто","30.421443","59.843532","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4730","Наезд на велосипедиста",2019-09-27,2020-06-01 22:45:00,"Центральный район",2,2,0,1,"Режим движения не изменялся","30.348616","59.918565","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4731","Наезд на пешехода",2019-09-27,2020-06-01 23:00:00,"Василеостровский район",1,2,0,1,"Режим движения не изменялся","30.214484","59.946006","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4732","Опрокидывание",2019-09-28,2020-06-01 00:20:00,"Московский район",1,1,0,1,"Режим движения не изменялся","30.26933","59.832104","Не указано","Сухое","Ясно "
"4733","Наезд на пешехода",2019-09-28,2020-06-01 01:30:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.226039","60.036908","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4734","Столкновение",2019-09-28,2020-06-01 10:00:00,"Калининский район",2,3,0,3,"Движение частично перекрыто","30.384042","59.96775","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4735","Наезд на пешехода",2019-09-28,2020-06-01 13:20:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.337962","59.924404","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4736","Наезд на пешехода",2019-09-28,2020-06-01 13:30:00,"Фрунзенский район",1,2,0,1,"Режим движения не изменялся","30.397679","59.837705","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4737","Наезд на пешехода",2019-09-28,2020-06-01 13:55:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.348122","59.932587","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4738","Наезд на пешехода",2019-09-28,2020-06-01 14:12:00,"Фрунзенский район",1,2,0,1,"Движение частично перекрыто","30.380362","59.855409","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"4739","Наезд на пешехода",2019-09-28,2020-06-01 14:30:00,"Адмиралтейский район",1,2,0,1,"Движение частично перекрыто","30.32542","59.91942","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4740","Наезд на пешехода",2019-09-28,2020-06-01 16:15:00,"Фрунзенский район",1,2,0,1,"Режим движения не изменялся","30.374558","59.86656","Не указано","Сухое","Ясно "
"4741","Наезд на велосипедиста",2019-09-28,2020-06-01 18:38:00,"Приморский район",2,2,0,1,"Режим движения не изменялся","30.241038","60.023365","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4742","Наезд на пешехода",2019-09-28,2020-06-01 18:40:00,"Невский район",1,2,0,1,"Движение частично перекрыто","30.45422","59.879506","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4743","Столкновение",2019-09-28,2020-06-01 18:40:00,"Выборгский район",2,3,0,1,"Движение частично перекрыто","30.324154","59.979228","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4744","Столкновение",2019-09-28,2020-06-01 19:00:00,"Адмиралтейский район",2,3,0,1,"Режим движения не изменялся","30.307696","59.91601","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4745","Наезд на пешехода",2019-09-28,2020-06-01 19:10:00,"Московский район",1,2,0,1,"Движение частично перекрыто","30.364246","59.854064","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4746","Столкновение",2019-09-28,2020-06-01 19:30:00,"Калининский район",3,4,0,1,"Движение частично перекрыто","30.392239","60.014433","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Ясно "
"4747","Столкновение",2019-09-28,2020-06-01 21:15:00,"Выборгский район",2,3,0,1,"Движение частично перекрыто","30.344088","60.031383","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Ясно","Сведения отсутствуют "
"4748","Столкновение",2019-09-28,2020-06-01 23:15:00,"Выборгский район",2,2,0,1,"Движение частично перекрыто","30.318897","60.026956","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4749","Столкновение",2019-09-29,2020-06-01 10:25:00,"Приморский район",2,2,0,1,"Движение частично перекрыто","30.260296","60.000456","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Дождь "
"4750","Столкновение",2019-09-29,2020-06-01 10:40:00,"Приморский район",2,3,0,1,"Режим движения не изменялся","30.276185","60.011805","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4751","Столкновение",2019-09-29,2020-06-01 11:00:00,"Фрунзенский район",2,4,0,2,"Движение частично перекрыто","30.40418","59.840853","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"4752","Наезд на велосипедиста",2019-09-29,2020-06-01 12:00:00,"Петроградский район",2,2,0,1,"Движение частично перекрыто","30.296592","59.954414","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4753","Наезд на стоящее ТС",2019-09-29,2020-06-01 15:10:00,"Василеостровский район",2,2,0,1,"Режим движения не изменялся","30.21251","59.960124","Частная (дорога, относящиеся к частной и иным формам собственности)","Мокрое","Дождь "
"4754","Столкновение",2019-09-29,2020-06-01 16:25:00,"Фрунзенский район",2,3,0,1,"Движение частично перекрыто","30.417634","59.86663","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Дождь "
"4755","Наезд на пешехода",2019-09-29,2020-06-01 19:30:00,"Красносельский район",1,2,0,1,"Режим движения не изменялся","30.178124","59.861427","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4756","Наезд на пешехода",2019-09-29,2020-06-01 20:07:00,"Кировский район",1,2,0,1,"Режим движения не изменялся","30.238506","59.910148","Не указано","Мокрое","Пасмурно "
"4757","Столкновение",2019-09-29,2020-06-01 20:15:00,"Красносельский район",2,3,0,1,"Режим движения не изменялся","30.141989","59.83543","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4758","Наезд на велосипедиста",2019-09-29,2020-06-01 21:15:00,"Калининский район",2,2,0,1,"Режим движения не изменялся","30.396209","60.01373","Не указано","Пасмурно","Сведения отсутствуют "
"4759","Столкновение",2019-09-29,2020-06-01 21:30:00,"Кировский район",3,3,0,2,"Движение частично перекрыто","30.235856","59.841678","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4760","Столкновение",2019-09-29,2020-06-01 22:50:00,"Калининский район",2,5,0,4,"Движение частично перекрыто","30.373389","60.021151","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Дождь"
"4761","Столкновение",2019-09-29,2020-06-01 23:45:00,"Выборгский район",2,3,0,1,"Движение частично перекрыто","30.35531","60.013939","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4762","Наезд на препятствие",2019-09-30,2020-06-01 00:40:00,"Приморский район",1,1,0,1,"Режим движения не изменялся","30.166783","59.990976","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4763","Столкновение",2019-09-30,2020-06-01 01:15:00,"Кировский район",2,4,0,3,"Режим движения не изменялся","30.253547","59.85876","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4764","Столкновение",2019-09-30,2020-06-01 02:20:00,"Невский район",2,4,1,3,"Движение частично перекрыто","30.491481","59.864266","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"4765","Столкновение",2019-09-30,2020-06-01 07:24:00,"Приморский район",2,3,0,2,"Режим движения не изменялся","30.255618","60.000853","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4766","Наезд на пешехода",2019-09-30,2020-06-01 07:50:00,"Кронштадтский район",1,2,0,1,"Режим движения не изменялся","29.755826","60.0031","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4767","Наезд на пешехода",2019-09-30,2020-06-01 08:10:00,"Московский район",1,2,0,1,"Режим движения не изменялся","30.357338","59.837522","Не указано","Мокрое","Пасмурно "
"4768","Столкновение",2019-09-30,2020-06-01 08:30:00,"Приморский район",2,2,0,1,"Режим движения не изменялся","30.295082","60.010867","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4769","Наезд на велосипедиста",2019-09-30,2020-06-01 09:20:00,"Выборгский район",2,2,0,1,"Движение частично перекрыто","30.314444","60.057671","Не указано","Пасмурно","Сведения отсутствуют "
"4770","Столкновение",2019-09-30,2020-06-01 09:30:00,"Курортный район",2,2,0,1,"Режим движения не изменялся","29.532881","60.195905","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4771","Столкновение",2019-09-30,2020-06-01 09:45:00,"Московский район",3,3,0,1,"Режим движения не изменялся","30.318586","59.906737","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4772","Наезд на пешехода",2019-09-30,2020-06-01 12:58:00,"Петроградский район",1,3,0,2,"Движение частично перекрыто","30.321697","59.964995","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4773","Наезд на пешехода",2019-09-30,2020-06-01 16:15:00,"Центральный район",1,2,0,1,"Движение частично перекрыто","30.36061","59.941895","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Ясно "
"4774","Наезд на пешехода",2019-09-30,2020-06-01 16:30:00,"Выборгский район",1,2,0,1,"Движение частично перекрыто","30.335956","60.03642","Не указано","Пасмурно","Сведения отсутствуют "
"4775","Наезд на пешехода",2019-09-30,2020-06-01 17:20:00,"Невский район",1,2,0,1,"Движение частично перекрыто","30.458522","59.900787","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4776","Наезд на пешехода",2019-09-30,2020-06-01 18:00:00,"Невский район",1,2,0,1,"Движение частично перекрыто","30.451891","59.917677","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)",""," Пасмурно"
"4777","Наезд на пешехода",2019-09-30,2020-06-01 19:00:00,"Выборгский район",1,2,0,1,"Режим движения не изменялся","30.344088","60.049873","Не указано","Сухое","Пасмурно "
"4778","Наезд на пешехода",2019-09-30,2020-06-01 19:20:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.25624","59.988244","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4779","Наезд на пешехода",2019-09-30,2020-06-01 19:50:00,"Колпинский район",1,2,0,1,"Режим движения не изменялся","30.617663","59.735903","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
"4780","Наезд на пешехода",2019-09-30,2020-06-01 19:55:00,"Приморский район",1,2,0,1,"Режим движения не изменялся","30.235201","60.003176","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Мокрое","Пасмурно "
"4781","Наезд на пешехода",2019-09-30,2020-06-01 20:20:00,"Приморский район",1,2,1,0,"Режим движения не изменялся","30.228667","60.017376","Не указано","Мокрое","Пасмурно "
"4782","Столкновение",2019-09-30,2020-06-01 22:10:00,"Выборгский район",2,2,0,1,"Движение частично перекрыто","30.320699","60.032723","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Пасмурно","Сведения отсутствуют "
"4783","Столкновение",2019-09-30,2020-06-01 22:25:00,"Пушкинский район",2,4,0,2,"Режим движения не изменялся","30.3942","59.7383","Местного значения (дорога местного значения, включая относящиеся к собственности поселений, муниципальных районов, городских округов)","Сухое","Пасмурно "
